,,,Time,Voltage,
Record Length,2.500000e+03,,   0.000196000000,   4.21200,
Sample Interval,2.000000e-07,,   0.000196200000,   4.22000,
Trigger Point,-9.800000000000e+02,,   0.000196400000,   4.21280,
,,,   0.000196600000,   4.21280,
,,,   0.000196800000,   4.21920,
,,,   0.000197000000,   4.21280,
Source,CH2,,   0.000197200000,   4.26160,
Vertical Units,V,,   0.000197400000,   4.22320,
Vertical Scale,2.000000e-02,,   0.000197600000,   4.20800,
Vertical Offset,-4.196000e+00,,   0.000197800000,   4.21280,
Horizontal Units,s,,   0.000198000000,   4.21280,
Horizontal Scale,5.000000e-05,,   0.000198200000,   4.21040,
Pt Fmt,Y,,   0.000198400000,   4.20880,
Yzero,0.000000e+00,,   0.000198600000,   4.21040,
Probe Atten,1.000000e+01,,   0.000198800000,   4.21200,
Model Number,TDS2012C,,   0.000199000000,   4.21600,
Serial Number,C040645,,   0.000199200000,   4.21440,
Firmware Version,FV:v24.26,,   0.000199400000,   4.21200,
,,,0.000199600000,   4.20560,
,,,0.000199800000,   4.21280,
,,,0.000200000000,   4.21120,
,,,0.000200200000,   4.20960,
,,,0.000200400000,   4.20720,
,,,0.000200600000,   4.20960,
,,,0.000200800000,   4.21520,
,,,0.000201000000,   4.22240,
,,,0.000201200000,   4.22720,
,,,0.000201400000,   4.22080,
,,,0.000201600000,   4.21280,
,,,0.000201800000,   4.21600,
,,,0.000202000000,   4.21040,
,,,0.000202200000,   4.22000,
,,,0.000202400000,   4.21520,
,,,0.000202600000,   4.21040,
,,,0.000202800000,   4.21120,
,,,0.000203000000,   4.21520,
,,,0.000203200000,   4.21120,
,,,0.000203400000,   4.21600,
,,,0.000203600000,   4.21120,
,,,0.000203800000,   4.21600,
,,,0.000204000000,   4.21760,
,,,0.000204200000,   4.21840,
,,,0.000204400000,   4.21840,
,,,0.000204600000,   4.21280,
,,,0.000204800000,   4.21280,
,,,0.000205000000,   4.21520,
,,,0.000205200000,   4.21680,
,,,0.000205400000,   4.21600,
,,,0.000205600000,   4.21600,
,,,0.000205800000,   4.21760,
,,,0.000206000000,   4.20880,
,,,0.000206200000,   4.20880,
,,,0.000206400000,   4.21120,
,,,0.000206600000,   4.20800,
,,,0.000206800000,   4.20560,
,,,0.000207000000,   4.20400,
,,,0.000207200000,   4.20160,
,,,0.000207400000,   4.20720,
,,,0.000207600000,   4.22080,
,,,0.000207800000,   4.21680,
,,,0.000208000000,   4.20880,
,,,0.000208200000,   4.20720,
,,,0.000208400000,   4.20080,
,,,0.000208600000,   4.21360,
,,,0.000208800000,   4.20640,
,,,0.000209000000,   4.20880,
,,,0.000209200000,   4.20960,
,,,0.000209400000,   4.20720,
,,,0.000209600000,   4.20800,
,,,0.000209800000,   4.20800,
,,,0.000210000000,   4.20400,
,,,0.000210200000,   4.20640,
,,,0.000210400000,   4.20640,
,,,0.000210600000,   4.21440,
,,,0.000210800000,   4.21200,
,,,0.000211000000,   4.20640,
,,,0.000211200000,   4.20960,
,,,0.000211400000,   4.20800,
,,,0.000211600000,   4.20640,
,,,0.000211800000,   4.20880,
,,,0.000212000000,   4.20960,
,,,0.000212200000,   4.21360,
,,,0.000212400000,   4.20880,
,,,0.000212600000,   4.20960,
,,,0.000212800000,   4.21040,
,,,0.000213000000,   4.21040,
,,,0.000213200000,   4.21600,
,,,0.000213400000,   4.21120,
,,,0.000213600000,   4.20640,
,,,0.000213800000,   4.21360,
,,,0.000214000000,   4.21200,
,,,0.000214200000,   4.20880,
,,,0.000214400000,   4.21280,
,,,0.000214600000,   4.21040,
,,,0.000214800000,   4.21600,
,,,0.000215000000,   4.21440,
,,,0.000215200000,   4.21280,
,,,0.000215400000,   4.20400,
,,,0.000215600000,   4.20800,
,,,0.000215800000,   4.21200,
,,,0.000216000000,   4.21520,
,,,0.000216200000,   4.22240,
,,,0.000216400000,   4.21440,
,,,0.000216600000,   4.21680,
,,,0.000216800000,   4.21600,
,,,0.000217000000,   4.21360,
,,,0.000217200000,   4.22000,
,,,0.000217400000,   4.20880,
,,,0.000217600000,   4.20880,
,,,0.000217800000,   4.21120,
,,,0.000218000000,   4.20640,
,,,0.000218200000,   4.21200,
,,,0.000218400000,   4.20960,
,,,0.000218600000,   4.20400,
,,,0.000218800000,   4.20720,
,,,0.000219000000,   4.20320,
,,,0.000219200000,   4.20640,
,,,0.000219400000,   4.20160,
,,,0.000219600000,   4.20480,
,,,0.000219800000,   4.20720,
,,,0.000220000000,   4.20080,
,,,0.000220200000,   4.20640,
,,,0.000220400000,   4.21280,
,,,0.000220600000,   4.21680,
,,,0.000220800000,   4.22000,
,,,0.000221000000,   4.21760,
,,,0.000221200000,   4.21360,
,,,0.000221400000,   4.21680,
,,,0.000221600000,   4.22240,
,,,0.000221800000,   4.21520,
,,,0.000222000000,   4.21600,
,,,0.000222200000,   4.21680,
,,,0.000222400000,   4.22000,
,,,0.000222600000,   4.22080,
,,,0.000222800000,   4.22000,
,,,0.000223000000,   4.21200,
,,,0.000223200000,   4.22320,
,,,0.000223400000,   4.21440,
,,,0.000223600000,   4.21760,
,,,0.000223800000,   4.21680,
,,,0.000224000000,   4.21760,
,,,0.000224200000,   4.21680,
,,,0.000224400000,   4.22000,
,,,0.000224600000,   4.21680,
,,,0.000224800000,   4.17680,
,,,0.000225000000,   4.20400,
,,,0.000225200000,   4.21200,
,,,0.000225400000,   4.21840,
,,,0.000225600000,   4.21200,
,,,0.000225800000,   4.21440,
,,,0.000226000000,   4.20720,
,,,0.000226200000,   4.21040,
,,,0.000226400000,   4.20960,
,,,0.000226600000,   4.20960,
,,,0.000226800000,   4.21440,
,,,0.000227000000,   4.21040,
,,,0.000227200000,   4.21760,
,,,0.000227400000,   4.21520,
,,,0.000227600000,   4.21920,
,,,0.000227800000,   4.21280,
,,,0.000228000000,   4.21680,
,,,0.000228200000,   4.21920,
,,,0.000228400000,   4.21920,
,,,0.000228600000,   4.21760,
,,,0.000228800000,   4.22080,
,,,0.000229000000,   4.22560,
,,,0.000229200000,   4.21600,
,,,0.000229400000,   4.21920,
,,,0.000229600000,   4.22320,
,,,0.000229800000,   4.21680,
,,,0.000230000000,   4.22080,
,,,0.000230200000,   4.21920,
,,,0.000230400000,   4.21680,
,,,0.000230600000,   4.21600,
,,,0.000230800000,   4.21360,
,,,0.000231000000,   4.20880,
,,,0.000231200000,   4.21120,
,,,0.000231400000,   4.20880,
,,,0.000231600000,   4.22000,
,,,0.000231800000,   4.22240,
,,,0.000232000000,   4.21760,
,,,0.000232200000,   4.22400,
,,,0.000232400000,   4.21440,
,,,0.000232600000,   4.22720,
,,,0.000232800000,   4.22000,
,,,0.000233000000,   4.21680,
,,,0.000233200000,   4.21920,
,,,0.000233400000,   4.22160,
,,,0.000233600000,   4.22320,
,,,0.000233800000,   4.22400,
,,,0.000234000000,   4.22320,
,,,0.000234200000,   4.21440,
,,,0.000234400000,   4.22400,
,,,0.000234600000,   4.21600,
,,,0.000234800000,   4.21520,
,,,0.000235000000,   4.21760,
,,,0.000235200000,   4.22720,
